Restaurant,Item,Category,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Burger King,Barbecue Dipping Sauce (1 oz),Sauces & Toppings,40,0,0,0,0,0,310,11,0,10,0,NA,NA,NA,NA
Burger King,Breakfast Syrup (1 oz),Sauces & Toppings,120,0,0,0,0,0,15,30,0,18,0,NA,NA,NA,NA
Burger King,Buffalo Dipping Sauce (1 oz),Sauces & Toppings,80,70,8,2,0,5,360,2,0,1,0,NA,NA,NA,NA
Burger King,Dried Fruit Topping,Sauces & Toppings,90,5,0,0,0,0,0,23,2,20,1,NA,NA,NA,NA
Burger King,Garlic Parmesan Croutons,Sauces & Toppings,60,20,2,0,0,0,120,9,0,1,1,NA,NA,NA,NA
Burger King,Honey Mustard Dipping Sauce (1 oz),Sauces & Toppings,90,60,6,1,0,10,180,8,0,7,0,NA,NA,NA,NA
Burger King,Ken's Apple Cider Vinaigrette,Sauces & Toppings,210,160,18,2.5,0,10,115,10,0,7,0,NA,NA,NA,NA
Burger King,Ken's Avocado Ranch Dressing,Sauces & Toppings,170,150,17,3,0,15,420,4,0,3,1,NA,NA,NA,NA
Burger King,Ken's Citrus Caesar Dressing,Sauces & Toppings,180,160,18,3.5,0,5,460,4,0,2,2,NA,NA,NA,NA
Burger King,KEN'S Honey Mustard Dressing (2 oz),Sauces & Toppings,270,200,23,3,0,20,510,15,0,14,1,NA,NA,NA,NA
Burger King,Ken's Lite Honey Balsamic,Sauces & Toppings,120,70,7,1,0,0,220,14,0,11,0,NA,NA,NA,NA
Burger King,Ketchup,Sauces & Toppings,10,0,0,0,0,0,125,3,0,2,0,NA,NA,NA,NA
Burger King,Mayonnaise,Sauces & Toppings,80,80,9,1,0,10,75,1,0,0,0,NA,NA,NA,NA
Burger King,Pickles (2),Sauces & Toppings,0,0,0,0,0,0,100,0,0,0,0,NA,NA,NA,NA
Burger King,Ranch Dipping Sauce (1 oz),Sauces & Toppings,140,130,15,3,0,5,230,1,0,1,1,NA,NA,NA,NA
Burger King,Strawberry or Grape Jam (packet),Sauces & Toppings,30,0,0,0,0,0,0,7,0,6,0,NA,NA,NA,NA
Burger King,SunGlow Butter blend - 2 pats,Sauces & Toppings,70,70,8,3,0,0,65,0,0,0,0,NA,NA,NA,NA
Burger King,Thick cut bacon,Sauces & Toppings,70,50,6,2,0,10,220,0,0,0,4,NA,NA,NA,NA
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),Sauces & Toppings,150,140,15,3,0,15,210,3,1,2,0,NA,NA,NA,NA
Burger King,BK Fresh Apple Slices,Sides,25,0,0,0,0,0,0,6,1,5,0,NA,NA,NA,NA
Burger King,Cheesy Tots,Sides,310,140,15,1,0,0,780,34,3,0,9,NA,NA,NA,NA
Burger King,Flamin' Hot Mac n' Cheetos,Sides,390,198,22,4.5,0,15,1170,40,NA,3,9,NA,NA,NA,NA
Burger King,Value French Fries,Sides,240,90,10,2,0,0,330,34,3,0,2,NA,NA,NA,NA
Burger King,Small French Fries,Sides,340,130,15,3,0,0,480,49,4,0,4,NA,NA,NA,NA
Burger King,Medium French Fries,Sides,410,160,18,3,0,0,570,58,4,0,4,NA,NA,NA,NA
Burger King,Large French Fries,Sides,500,200,22,4,0,0,710,72,5,0,5,NA,NA,NA,NA
Burger King,Mac 'n Cheetos,Sides,310,120,13,4.5,0,15,710,37,2,9,9,NA,NA,NA,NA
Burger King,Motts' Harvest Plus Applesauce,Sides,50,0,0,0,0,0,0,13,1,11,0,NA,NA,NA,NA
Burger King,Mozzarella Sticks (4 pc),Sides,280,140,15,5,0,35,650,24,2,2,11,NA,NA,NA,NA
Burger King,Value Onion Rings,Sides,150,70,8,2,0,0,400,19,1,2,1,NA,NA,NA,NA
Burger King,Small Onion Rings,Sides,320,150,16,3,0,0,840,41,3,4,3,NA,NA,NA,NA
Burger King,Medium Onion Rings,Sides,410,190,21,4,0,0,1080,53,4,5,4,NA,NA,NA,NA
Burger King,Large Onion Rings,Sides,500,230,25,5,0,0,1310,64,5,7,5,NA,NA,NA,NA
Burger King,Value Satisfries French Fries,Sides,190,70,8,1,0,0,210,28,2,0,2,NA,NA,NA,NA
Burger King,Small Satisfries French Fries,Sides,270,100,11,1.5,0,0,300,41,3,0,4,NA,NA,NA,NA
Burger King,Medium Satisfries French Fries,Sides,340,120,14,2,0,0,370,51,4,0,4,NA,NA,NA,NA
Burger King,Large Satisfries French Fries,Sides,410,150,17,2.5,0,0,460,62,5,0,5,NA,NA,NA,NA
Carl's Jr,Single All-Natural Burger,Thickburgers & Sandwiches,760,400,44,13,1,90,1040,61,3,19,31,NA,NA,NA,NA
Carl's Jr,Double All-Natural Burger,Thickburgers & Sandwiches,1030,580,64,23,1.5,170,1310,62,3,19,53,NA,NA,NA,NA
Carl's Jr,Single Baby Back Rib Thickburger,Thickburgers & Sandwiches,940,430,48,15,1.5,95,1400,87,3,32,41,NA,NA,NA,NA
Carl's Jr,Double Baby Back Rib Thickburger,Thickburgers & Sandwiches,1140,560,62,22,2,145,1460,87,3,32,58,NA,NA,NA,NA
Carl's Jr,Bacon Swiss Crispy Chicken® Sandwich,Thickburgers & Sandwiches,860,440,49,11,0.5,105,2540,67,4,12,41,NA,NA,NA,NA
Carl's Jr,Big Chicken Fillet Sandwich,Thickburgers & Sandwiches,580,260,28,8,0,90,1290,46,2,11,36,NA,NA,NA,NA
Carl's Jr,Big Hamburger,Thickburgers & Sandwiches,490,160,18,8,0.5,50,1000,59,3,15,25,NA,NA,NA,NA
Carl's Jr,Single Budweiser Beer Cheese Bacon Burger,Thickburgers & Sandwiches,710,340,38,16,1,85,1430,51,3,11,40,NA,NA,NA,NA
Carl's Jr,Double Budweiser Beer Cheese Bacon Burger,Thickburgers & Sandwiches,940,490,55,24,2,155,1800,52,3,12,60,NA,NA,NA,NA
Carl's Jr,Charbroiled Atlantic Cod Fish Sandwich,Thickburgers & Sandwiches,420,130,15,2.5,0,40,800,51,3,8,20,NA,NA,NA,NA
Carl's Jr,Charbroiled BBQ Chicken™ Sandwich,Thickburgers & Sandwiches,390,70,7,1.5,0,60,990,50,3,13,30,NA,NA,NA,NA
Carl's Jr,Charbroiled Chicken Club™ Sandwich,Thickburgers & Sandwiches,580,250,27,7,0,90,1270,45,2,10,36,NA,NA,NA,NA
Carl's Jr,Charbroiled Santa Fe Chicken™ Sandwich,Thickburgers & Sandwiches,570,250,28,7,0,90,1280,46,3,10,32,NA,NA,NA,NA
Carl's Jr,Single Charbroiled Slider,Thickburgers & Sandwiches,230,100,11,4.5,0.5,35,410,20,1,5,11,NA,NA,NA,NA
Carl's Jr,Double Charbroiled Slider,Thickburgers & Sandwiches,350,180,20,9,1,70,550,20,1,5,19,NA,NA,NA,NA
Carl's Jr,Double Western Bacon Cheeseburger®,Thickburgers & Sandwiches,1000,480,54,24,1.5,145,1840,75,4,15,53,NA,NA,NA,NA
Carl's Jr,Famous Star® with Cheese,Thickburgers & Sandwiches,670,340,37,13,1,75,1210,57,3,12,28,NA,NA,NA,NA
Carl's Jr,1/3 lb Guacamole Bacon Thickburger®,Thickburgers & Sandwiches,990,610,68,19,2,110,1720,56,4,13,32,NA,NA,NA,NA
Carl's Jr,1/2 lb Guacamole Bacon Thickburger®,Thickburgers & Sandwiches,1210,800,89,31,3,160,1910,57,4,14,43,NA,NA,NA,NA
Carl's Jr,Jalapeno Double Cheeseburger,Thickburgers & Sandwiches,580,350,39,13,1,85,1200,36,3,7,22,NA,NA,NA,NA
Carl's Jr,Jalapeno Turkey Burger,Thickburgers & Sandwiches,490,200,22,6,0,90,1190,43,3,9,32,NA,NA,NA,NA
Carl's Jr,Kid's Cheeseburger,Thickburgers & Sandwiches,340,140,15,7,0.5,40,860,35,1,8,14,NA,NA,NA,NA
Carl's Jr,Kid's Hamburger,Thickburgers & Sandwiches,280,90,10,3.5,0.5,25,580,34,1,8,11,NA,NA,NA,NA
Carl's Jr,1/3 lb Low Carb Thickburger®,Thickburgers & Sandwiches,450,310,34,13,1.5,85,1060,9,1,5,22,NA,NA,NA,NA
Carl's Jr,1/2 lb Low Carb Thickburger®,Thickburgers & Sandwiches,670,500,56,24,3,140,1310,9,1,5,33,NA,NA,NA,NA
Carl's Jr,1/3 lb Original Six Dollar Thickburger®,Thickburgers & Sandwiches,830,460,51,16,2,95,1560,62,3,19,29,NA,NA,NA,NA
Carl's Jr,1/2 lb Original Six Dollar Thickburger®,Thickburgers & Sandwiches,1050,650,72,27,3,150,1820,62,3,20,40,NA,NA,NA,NA
Carl's Jr,Pastrami Thickburger,Thickburgers & Sandwiches,670,290,33,11,1.5,130,1900,51,2,11,47,NA,NA,NA,NA
Carl's Jr,Redhook Beer-battered Cod Fish Sandwich,Thickburgers & Sandwiches,550,170,19,3.5,0,45,1140,74,3,12,21,NA,NA,NA,NA
Carl's Jr,Spicy Chicken Sandwich,Thickburgers & Sandwiches,460,220,24,4.5,0,30,1360,47,4,5,14,NA,NA,NA,NA
Carl's Jr,1/3 lb Super Bacon Thickburger,Thickburgers & Sandwiches,960,560,63,20,2,130,1930,55,3,13,40,NA,NA,NA,NA
Carl's Jr,1/4 lb Super Bacon Thickburger,Thickburgers & Sandwiches,1180,760,84,32,3,180,2190,55,3,13,51,NA,NA,NA,NA
Carl's Jr,Super Star® with Cheese,Thickburgers & Sandwiches,940,510,57,23,2,145,1550,59,3,13,48,NA,NA,NA,NA
Carl's Jr,Teriyaki Burger™,Thickburgers & Sandwiches,630,260,28,11,1,65,1040,64,3,19,28,NA,NA,NA,NA
Carl's Jr,Teriyaki Turkey Burger,Thickburgers & Sandwiches,470,120,14,5,0,80,1100,55,3,18,32,NA,NA,NA,NA
Carl's Jr,The Big Carl®,Thickburgers & Sandwiches,930,520,58,23,2,145,1390,55,3,12,47,NA,NA,NA,NA
Carl's Jr,1/3 LB Thickburger El Diablo,Thickburgers & Sandwiches,1050,570,63,21,2,105,2440,79,4,13,37,NA,NA,NA,NA
Carl's Jr,1/2 LB Thickburger El Diablo,Thickburgers & Sandwiches,1270,760,84,32,3,155,2630,79,4,13,47,NA,NA,NA,NA
Carl's Jr,Turkey Burger,Thickburgers & Sandwiches,490,200,22,4.5,0,80,960,45,3,10,29,NA,NA,NA,NA
Carl's Jr,Western Bacon Cheeseburger®,Thickburgers & Sandwiches,740,310,34,14,1,80,1500,74,4,15,33,NA,NA,NA,NA
Carl's Jr,1/3 lb Western Bacon Thickburger®,Thickburgers & Sandwiches,870,430,47,17,2,95,1890,74,3,17,33,NA,NA,NA,NA
Carl's Jr,1/2 lb Western Bacon Thickburger®,Thickburgers & Sandwiches,1090,620,69,28,3,145,2150,74,3,17,44,NA,NA,NA,NA
Carl's Jr,Bacon & Egg Burrito,Breakfast,500,240,27,12,0,355,1010,36,1,0,27,NA,NA,NA,NA
Carl's Jr,"Bacon, Egg & Cheese Biscuit",Breakfast,440,220,25,12,0,180,1140,37,2,2,16,NA,NA,NA,NA
Carl's Jr,Big Country® Breakfast Burrito,Breakfast,690,340,38,13,0,355,1600,55,6,3,29,NA,NA,NA,NA
Carl's Jr,Biscuit 'N' Gravy™,Breakfast,450,220,24,12,0,10,1320,50,3,3,9,NA,NA,NA,NA
Carl's Jr,Breakfast Burger™,Breakfast,790,360,40,15,1,235,1480,69,4,14,37,NA,NA,NA,NA
Carl's Jr,Froot Loops Mini Donuts,Breakfast,320,140,15,8,0,20,360,44,1,24,3,NA,NA,NA,NA
Carl's Jr,Ham Grilled Cheese Breakfast Sandwich,Breakfast,490,230,25,13,0.5,220,1650,40,1,4,29,NA,NA,NA,NA
Carl's Jr,Bacon Grilled Cheese Breakfast Sandwich,Breakfast,510,270,30,15,0.5,215,1290,39,1,4,26,NA,NA,NA,NA
Carl's Jr,Sausage Grilled Cheese Breakfast Sandwich,Breakfast,640,380,43,19,0.5,235,1500,40,2,4,30,NA,NA,NA,NA
Carl's Jr,Small Hash Brown Nuggets,Breakfast,350,210,23,4,0,0,440,32,3,0,3,NA,NA,NA,NA
Carl's Jr,Medium Hash Brown Nuggets,Breakfast,390,230,26,4.5,0,0,490,36,4,0,3,NA,NA,NA,NA
Carl's Jr,Large Hash Brown Nuggets,Breakfast,560,330,37,7,0,0,710,52,5,0,5,NA,NA,NA,NA
Carl's Jr,Loaded Breakfast Burrito,Breakfast,730,380,42,16,0,370,1540,51,3,2,34,NA,NA,NA,NA
Carl's Jr,Made From Scratch Biscuit™,Breakfast,290,120,13,7,0,0,730,37,2,2,6,NA,NA,NA,NA
Carl's Jr,Monster Biscuit®,Breakfast,730,450,50,22,0,375,1790,38,2,3,31,NA,NA,NA,NA
Carl's Jr,"Sausage, Egg & Cheese Biscuit",Breakfast,580,350,39,17,0,200,1390,38,2,3,20,NA,NA,NA,NA
Carl's Jr,Steak & Egg Burrito,Breakfast,580,260,29,13,0,390,1780,41,2,2,36,NA,NA,NA,NA
Carl's Jr,4 Piece Chicken Stars™,Chicken Strips & Nuggets,170,90,10,2,0,20,360,12,1,0,8,NA,NA,NA,NA
Carl's Jr,6 Piece Chicken Stars™,Chicken Strips & Nuggets,260,140,16,3.5,0,30,540,18,2,0,12,NA,NA,NA,NA
Carl's Jr,9 Piece Chicken Stars™,Chicken Strips & Nuggets,390,210,23,5,0,45,810,26,3,0,18,NA,NA,NA,NA
Carl's Jr,3 Piece Hand-Breaded Chicken Tenders™,Chicken Strips & Nuggets,260,110,13,2.5,0,70,770,13,2,0,25,NA,NA,NA,NA
Carl's Jr,5 Piece Hand-Breaded Chicken Tenders™,Chicken Strips & Nuggets,440,190,21,4.5,0,115,1290,21,3,0,41,NA,NA,NA,NA
Carl's Jr,Kid's Hand-Breaded Chicken Tenders™ (2 pieces),Chicken Strips & Nuggets,180,80,9,2,0,45,520,9,1,0,16,NA,NA,NA,NA
Carl's Jr,Chocolate Cake,Desserts,300,110,12,3,0,30,350,48,1,36,3,NA,NA,NA,NA
Carl's Jr,Chocolate Chip Cookies (2),Desserts,240,90,10,4,0,20,320,36,0,20,2,NA,NA,NA,NA
Carl's Jr,Jolly Rancher Milkshake,Desserts,810,350,38,1.5,0,1150,190,103,0,88,13,NA,NA,NA,NA
Carl's Jr,Strawberry Swirl Cheesecake,Desserts,290,140,16,9,0,55,230,32,0,21,6,NA,NA,NA,NA
Carl's Jr,Chocolate Malt,Hand-Scooped Ice Cream Shakes & Malts,760,320,35,24,1.5,100,360,98,1,80,16,NA,NA,NA,NA
Carl's Jr,Chocolate Shake,Hand-Scooped Ice Cream Shakes & Malts,690,310,34,24,1.5,100,310,84,1,69,15,NA,NA,NA,NA
Carl's Jr,OREO® Cookie Malt,Hand-Scooped Ice Cream Shakes & Malts,790,350,39,25,1.5,105,420,94,1,74,17,NA,NA,NA,NA
Carl's Jr,OREO® Cookie Shake,Hand-Scooped Ice Cream Shakes & Malts,720,340,38,25,1.5,100,370,79,1,63,16,NA,NA,NA,NA
Carl's Jr,Strawberry Malt,Hand-Scooped Ice Cream Shakes & Malts,760,310,35,24,1.5,100,310,97,0,84,15,NA,NA,NA,NA
Carl's Jr,Strawberry Shake,Hand-Scooped Ice Cream Shakes & Malts,690,310,34,23,1.5,100,260,83,0,73,14,NA,NA,NA,NA
Carl's Jr,Vanilla Malt,Hand-Scooped Ice Cream Shakes & Malts,770,310,35,24,1.5,100,300,100,0,86,15,NA,NA,NA,NA
Carl's Jr,Vanilla Shake,Hand-Scooped Ice Cream Shakes & Malts,700,310,34,23,1.5,100,260,86,0,74,14,NA,NA,NA,NA
Carl's Jr,Blue Cheese Dressing,Salad Dressings & Dipping Sauces,320,310,34,7,0,20,410,1,0,1,2,NA,NA,NA,NA
Carl's Jr,Buttermilk Ranch Dipping Sauce,Salad Dressings & Dipping Sauces,200,190,21,3.5,0,15,300,2,0,1,1,NA,NA,NA,NA
Carl's Jr,Honey Mustard Dipping Sauce,Salad Dressings & Dipping Sauces,180,170,18,3,0,15,190,6,0,5,0,NA,NA,NA,NA
Carl's Jr,House Dressing,Salad Dressings & Dipping Sauces,220,200,22,3.5,0,20,440,3,0,2,1,NA,NA,NA,NA
Carl's Jr,Low Fat Balsamic Vinaigrette Dressing,Salad Dressings & Dipping Sauces,35,15,2,0,0,0,480,5,0,3,0,NA,NA,NA,NA
Carl's Jr,Sweet & Bold BBQ Dipping Sauce,Salad Dressings & Dipping Sauces,70,0,0,0,0,0,560,15,1,10,1,NA,NA,NA,NA
Carl's Jr,Charbroiled Chicken Salad,Salads (without dressing),320,100,11,3.5,0,75,770,27,3,10,31,NA,NA,NA,NA
Carl's Jr,CrissCut® Fries,Sides,450,260,29,5,0,0,900,42,4,0,5,NA,NA,NA,NA
Carl's Jr,Fried Zucchini,Sides,330,160,18,3,0,0,610,36,2,7,6,NA,NA,NA,NA
Carl's Jr,Jalapeno Poppers®,Sides,370,170,19,7,0,25,1110,40,3,4,9,NA,NA,NA,NA
Carl's Jr,Kids Natural-Cut Fries,Sides,240,100,12,2,0,0,480,31,3,0,3,NA,NA,NA,NA
Carl's Jr,Small Natural-Cut Fries,Sides,300,130,15,2.5,0,0,600,39,4,0,3,NA,NA,NA,NA
Carl's Jr,Medium Natural-Cut Fries,Sides,430,190,21,4,0,0,860,55,5,0,5,NA,NA,NA,NA
Carl's Jr,Large Natural-Cut Fries,Sides,460,200,22,4,0,0,920,59,6,0,5,NA,NA,NA,NA
Carl's Jr,Onion Rings,Sides,530,250,28,4.5,0,0,590,61,3,6,8,NA,NA,NA,NA
Carl's Jr,Side Salad,Sides,120,50,5,1.5,0,5,230,14,1,3,4,NA,NA,NA,NA
Chick-fil-A,Chargrilled Chicken Club Sandwich,Classic Chicken,430,144,16,8,0,85,1120,37,3,7,37,30,40,25,15
Chick-fil-A,Chargrilled Chicken Sandwich,Classic Chicken,310,54,6,2,0,55,820,36,3,7,29,25,40,10,15
Chick-fil-A,Chick-n-Slider,Classic Chicken,270,99,11,2.5,0,45,800,26,1,4,16,NA,0,2,4
Chick-fil-A,1 Piece Chick-n-Strips,Classic Chicken,120,54,6,3,0,25,320,6,0,1,11,0,0,2,4
Chick-fil-A,2 Piece Chick-n-Strips,Classic Chicken,230,108,12,3,0,55,630,13,1,1,22,0,2,4,6
Chick-fil-A,3 Piece Chick-n-Strips,Classic Chicken,350,153,17,3,0,70,940,22,1,3,28,2,2,6,10
Chick-fil-A,4 piece Chick-n-Strips,Classic Chicken,470,207,23,3,0,90,1250,29,1,4,37,2,4,8,15
Chick-fil-A,Chicken Deluxe,Classic Chicken,500,207,23,7,0,75,1590,42,3,6,31,30,10,20,15
Chick-fil-A,4 piece Chicken Nuggets,Classic Chicken,130,54,6,1.5,0,40,490,5,1,0,14,0,2,2,2
Chick-fil-A,6 piece Chicken Nuggets,Classic Chicken,190,81,9,1.5,0,55,730,7,1,0,21,0,4,2,4
Chick-fil-A,8 piece Chicken Nuggets,Classic Chicken,260,110,12,3,0,70,990,9,1,1,28,0,2,4,8
Chick-fil-A,12 piece Chicken Nuggets,Classic Chicken,390,162,18,1.5,0,115,1460,14,2,1,41,0,8,4,8
Chick-fil-A,30 piece Chicken Nuggets,Classic Chicken,970,414,46,2.5,0,285,3660,35,4,1,103,NA,20,10,20
Chick-fil-A,Chicken Salad Sandwich,Classic Chicken,490,170,19,3,0,80,1130,55,5,12,28,35,8,15,20
Chick-fil-A,Chicken Sandwich,Classic Chicken,440,171,19,4,0,60,1350,40,2,5,28,2,4,15,15
Chick-fil-A,4 Piece Grilled Chicken Nuggets,Classic Chicken,70,18,2,1,0,35,220,1,0,0,13,0,6,0,2
Chick-fil-A,6 Piece Grilled Chicken Nuggets,Classic Chicken,110,27,3,1,0,50,330,2,0,0,19,0,8,0,2
Chick-fil-A,8 piece Grilled Chicken Nuggets,Classic Chicken,140,36,4,1,0,70,440,2,0,0,25,0,10,2,2
Chick-fil-A,12 Piece Grilled Chicken Nuggets,Classic Chicken,210,45,5,1,0,100,670,3,0,1,38,0,20,2,4
Chick-fil-A,Spicy Grilled Chicken Sub Sandwich,Classic Chicken,430,108,12,4.5,0,85,1310,47,5,9,33,NA,25,25,30
Chick-fil-A,Regular Grilled Chicken Sub Sandwich,Classic Chicken,450,117,13,6,0,75,1000,48,4,10,34,NA,50,25,30
Chick-fil-A,Smokehouse BBQ Bacon Sandwich,Classic Chicken,500,162,18,0,0,95,1200,46,2,10,33,45,40,20,15
Chick-fil-A,Spicy Chicken Sandwich,Classic Chicken,450,171,19,4,0,60,1620,41,1,5,29,4,2,15,15
Chick-fil-A,Spicy Deluxe,Classic Chicken,540,225,25,8,0,80,1760,43,2,6,34,30,10,30,20
Chick-fil-A,Coca-Cola Classic (small),Beverages,120,0,0,0,0,0,10,35,0,35,0,0,0,0,0
Chick-fil-A,Large Coffee,Beverages,5,0,0,0,0,0,10,0,0,0,1,0,0,0,0
Chick-fil-A,Small Coffee,Beverages,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Chick-fil-A,Medium Coffee,Beverages,5,0,0,0,0,0,10,0,0,0,1,0,0,0,0
Chick-fil-A,Large Diet Coke,Beverages,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
Chick-fil-A,Small Diet Coke,Beverages,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
Chick-fil-A,Medium Diet Coke,Beverages,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
Chick-fil-A,Diet Lemonade (small),Beverages,15,0,0,0,0,0,10,6,0,2,0,0,50,2,0
Chick-fil-A,Small Diet White Peach Tea Lemonade,Beverages,90,0,0,0,0,0,10,23,0,22,0,NA,20,2,0
Chick-fil-A,Large Diet White Peach Tea Lemonade,Beverages,120,0,0,0,0,0,15,31,0,29,0,NA,25,2,0
Chick-fil-A,Medium Dr Pepper,Beverages,130,0,0,0,0,0,45,35,0,35,0,0,0,0,0
Chick-fil-A,Large Dr Pepper,Beverages,130,0,0,0,0,0,45,35,0,35,0,0,0,0,0
Chick-fil-A,Small Dr Pepper,Beverages,130,0,0,0,0,0,45,35,0,35,0,0,0,0,0
Chick-fil-A,Diet Frosted Lemonade,Beverages,240,54,6,3.5,0,20,160,41,0,39,6,4,25,25,0
Chick-fil-A,Regular Frosted Lemonade,Beverages,330,54,6,3.5,0,20,160,65,0,63,6,4,25,25,0
Chick-fil-A,Small Iced Coffee,Beverages,150,27,3,1.5,0,10,70,26,0,25,5,2,0,15,0
Chick-fil-A,Large Iced Coffee,Beverages,180,27,3,2,0,10,85,33,0,31,6,4,0,20,0
Chick-fil-A,Lemonade (small),Beverages,170,0,0,0,0,0,5,46,0,43,0,0,45,2,0
Chick-fil-A,Minute Maid Apple Juice Box,Beverages,90,0,0,0,0,0,15,20,0,19,0,0,90,8,0
Chick-fil-A,Simply Orange Juice,Beverages,160,0,0,0,0,0,0,38,2,35,3,0,100,4,0
Chick-fil-A,Small Sprite,Beverages,130,0,0,0,0,0,30,32,0,29,0,0,0,0,2
Chick-fil-A,Medium Sprite,Beverages,170,0,0,0,0,0,40,44,0,39,0,0,0,0,2
Chick-fil-A,Large Sprite,Beverages,260,0,0,0,0,0,55,65,0,57,0,0,0,2,4
Chick-fil-A,Sweet Tea (small),Beverages,90,0,0,0,0,0,5,24,0,24,0,0,0,0,0
Chick-fil-A,Large Unsweetened Iced Tea,Beverages,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0
Chick-fil-A,Medium Unsweetened Iced Tea,Beverages,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0
Chick-fil-A,Small Vanilla Iced Coffee,Beverages,160,27,3,1.5,0,10,70,30,0,28,5,2,0,15,0
Chick-fil-A,Large Vanilla Iced Coffee,Beverages,200,27,3,2,0,10,85,38,0,35,6,4,0,20,0
Chick-fil-A,Watermelon Mint Lemonade,Beverages,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chick-fil-A,Watermelon Mint Tea,Beverages,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chick-fil-A,Small White Peach Tea Lemonade,Beverages,150,0,0,0,0,0,10,39,0,37,0,NA,15,2,0
Chick-fil-A,Large White Peach Tea Lemonade,Beverages,200,0,0,0,0,0,15,52,0,50,0,NA,20,2,0
Chick-fil-A,Bacon Platter,Breakfast,600,297,33,12,0,355,1600,52,2,6,23,15,0,15,25
Chick-fil-A,"Bacon, Egg & Cheese Biscuit",Breakfast,500,240,27,13,0,230,1390,44,2,6,21,10,0,15,25
Chick-fil-A,3 Piece Chick-n-Minis,Breakfast,280,90,10,3,0,40,650,30,1,5,16,2,0,2,20
Chick-fil-A,4 Piece Chick-n-Minis,Breakfast,370,130,14,4,0,50,870,41,2,7,21,2,0,2,30
Chick-fil-A,Chicken Biscuit,Breakfast,440,180,20,8,0,25,1230,47,3,6,17,2,0,8,15
Chick-fil-A,Chicken Breakfast Burrito,Breakfast,450,180,20,8,0,260,990,43,2,3,24,20,25,30,25
Chick-fil-A,Chicken Platter,Breakfast,680,333,37,13,0,375,1920,58,2,7,30,15,0,15,30
Chick-fil-A,"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",Breakfast,490,180,20,6,0,240,1230,49,3,8,29,10,0,15,25
Chick-fil-A,Cinnamon Cluster,Breakfast,430,150,17,7,0,30,240,63,2,29,7,2,0,6,10
Chick-fil-A,Bacon Egg & Cheese English Muffin,Breakfast,300,108,12,5,0,170,710,32,1,1,16,4,0,10,40
Chick-fil-A,Sausage Egg & Cheese English Muffin,Breakfast,490,270,30,12,0,200,990,32,2,1,20,4,0,15,40
Chick-fil-A,Egg White Grill,Breakfast,300,63,7,3,0,55,970,31,1,1,25,2,2,10,35
Chick-fil-A,Spicy Chicken Hash Brown Scramble Bowl,Breakfast,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chick-fil-A,Sausage Hash Brown Scramble Bowl,Breakfast,440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chick-fil-A,Chicken Nuggets Hash Brown Scramble Bowl,Breakfast,450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chick-fil-A,Spicy Chicken Hash Brown Scramble Burrito,Breakfast,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chick-fil-A,Sausage Hash Brown Scramble Burrito,Breakfast,450,297,33,11,0,350,960,16,0,1,21,0,20,20,15
Chick-fil-A,Chicken Nuggets Hash Brown Scramble Burrito,Breakfast,540,261,29,11,0,370,1350,35,0,1,34,0,2,30,20
Chick-fil-A,Hot Buttered Biscuit,Breakfast,310,120,14,7,0,0,700,41,2,5,5,2,0,6,10
Chick-fil-A,Multigrain Oatmeal,Breakfast,140,27,3,0,0,0,45,28,4,4,0,0,2,4,8
Chick-fil-A,Multigrain Oatmeal w/ Fruit,Breakfast,140,27,3,0,0,0,45,29,4,5,0,0,15,4,8
Chick-fil-A,Sausage Breakfast Burrito,Breakfast,510,250,28,12,0,270,990,40,2,3,23,20,25,30,25
Chick-fil-A,Sausage Egg and Cheese Biscuit,Breakfast,670,396,44,19,0,225,1470,44,2,5,23,10,0,20,25
Chick-fil-A,Sausage Platter,Breakfast,810,486,54,20,0,385,1850,52,2,6,28,15,0,15,30
Chick-fil-A,Spicy Chicken Biscuit,Breakfast,450,180,20,8,0,30,1300,50,2,5,16,4,0,8,15
Chick-fil-A,Sunflower Multigrain Bagel,Breakfast,220,25,3,1,0,0,350,41,2,6,7,0,0,4,15
Chick-fil-A,Chargrilled Chicken Cool Wrap,Cool Wraps,350,126,14,5,0,60,960,29,15,3,37,60,35,35,15
