Restaurant,Item,Category,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Panda Express,Kids Kung Pao Chicken,Kid's Meal,190,120,14,2.5,0,40,690,10,2,4,11,NA,NA,NA,NA
Panda Express,Kids Mixed Veggies (Entree),Kid's Meal,35,0,0,0,0,0,200,6,2,2,2,NA,NA,NA,NA
Panda Express,Kids Mixed Veggies (Side),Kid's Meal,70,0,0,0,0,0,400,12,4,4,3,NA,NA,NA,NA
Panda Express,Kids Mushroom Chicken,Kid's Meal,130,100,11,2,0,40,650,8,0,4,10,NA,NA,NA,NA
Panda Express,Kids Orange Chicken,Kid's Meal,290,120,13,2.5,0,60,450,32,0,14,10,NA,NA,NA,NA
Panda Express,Kids Peking Pork,Kid's Meal,300,134,15,3,0,30,720,26,1,14,15,NA,NA,NA,NA
Panda Express,Kids Potato Chicken,Kid's Meal,150,100,11,2,0,25,520,15,1,3,6,NA,NA,NA,NA
Panda Express,Kids Shanghai Angus Steak,Kid's Meal,170,130,14,3,0,40,630,12,0,8,17,NA,NA,NA,NA
Panda Express,Kids String Bean Chicken Breast,Kid's Meal,120,90,10,1.5,0,30,550,9,1,5,11,NA,NA,NA,NA
Panda Express,Kids Sweet & Sour Chicken Breast,Kid's Meal,290,90,10,2,0,20,220,35,1,21,9,NA,NA,NA,NA
Panda Express,Kids SweetFire Chicken Breast,Kid's Meal,330,100,12,2,0,25,240,35,1,20,10,NA,NA,NA,NA
Panda Express,Kids Teriyaki Chicken,Kid's Meal,200,70,8,2,0,115,380,8,2,6,25,NA,NA,NA,NA
Panda Express,Kids White Steamed Rice,Kid's Meal,240,0,0,0,0,0,0,54,0,0,5,NA,NA,NA,NA
Panda Express,Kids Wok-Seared Steak & Shrimp,Kid's Meal,170,54,6,1.5,0,65,850,15,1,8,14,NA,NA,NA,NA
Panda Express,Chili Sauce,Sauces & Cookies,10,0,0,0,0,0,125,2,0,2,0,NA,NA,NA,NA
Panda Express,Fortune Cookies,Sauces & Cookies,32,2,0,0,0,0,8,7,0,3,1,NA,NA,NA,NA
Panda Express,Hot Mustard,Sauces & Cookies,10,10,1,0,0,0,115,0,0,0,0,NA,NA,NA,NA
Panda Express,Plum Sauce,Sauces & Cookies,15,0,0,0,0,0,55,3,0,3,0,NA,NA,NA,NA
Panda Express,Potsticker Sauce,Sauces & Cookies,10,0,0,0,0,0,290,3,0,2,0,NA,NA,NA,NA
Panda Express,Soy Sauce,Sauces & Cookies,5,0,0,0,0,0,375,0,0,0,0,NA,NA,NA,NA
Panda Express,Sweet & Sour Sauce,Sauces & Cookies,70,0,0,0,0,0,115,21,0,20,0,NA,NA,NA,NA
Panda Express,Teriyaki Sauce,Sauces & Cookies,70,5,0,0,0,0,450,15,0,13,0,NA,NA,NA,NA
Panda Express,Crispy Shrimp,Shrimp & Fish,260,120,13,2,0,60,800,26,1,2,9,NA,NA,NA,NA
Panda Express,Golden Treasure Shrimp,Shrimp & Fish,360,160,18,3,0,100,440,35,2,14,14,NA,NA,NA,NA
Panda Express,Honey Walnut Shrimp,Shrimp & Fish,360,200,23,3.5,0,100,440,35,2,9,13,NA,NA,NA,NA
Panda Express,Steamed Ginger Fish,Shrimp & Fish,200,110,12,2.5,0,40,1990,8,0,6,15,NA,NA,NA,NA
Panda Express,Chow Fun,Side Dishes,410,80,9,1,0,0,1110,73,1,6,9,NA,NA,NA,NA
Panda Express,Chow Mein,Side Dishes,510,180,20,3.5,0,0,860,80,6,9,13,NA,NA,NA,NA
Panda Express,Fried Rice,Side Dishes,520,140,16,3,0,120,850,85,1,3,11,NA,NA,NA,NA
Panda Express,Mixed Veggies (Side),Side Dishes,80,5,1,0,0,0,540,16,5,5,4,NA,NA,NA,NA
Panda Express,Steamed Brown Rice,Side Dishes,420,35,4,1,0,0,15,87,4,1,9,NA,NA,NA,NA
Panda Express,Steamed White Rice,Side Dishes,380,0,0,0,0,0,0,86,0,0,7,NA,NA,NA,NA
Panda Express,Country Style Bean Curd,Vegetables,191,113,12,1.5,0,0,945,14,2,8,7,NA,NA,NA,NA
Panda Express,Eggplant & Tofu,Vegetables,340,220,24,3.5,0,0,520,23,3,17,7,NA,NA,NA,NA
Panda Express,Hot Szechuan Tofu,Vegetables,140,70,8,1,0,0,580,10,2,5,6,NA,NA,NA,NA
Panda Express,Mixed Veggies (Entree),Vegetables,35,0,0,0,0,0,280,8,3,2,2,NA,NA,NA,NA
Panera,Asiago Cheese Bagel,Bagels & Cream Cheese,330,54,6,3,0,15,470,55,2,3,13,2,8,15,20
Panera,Blueberry Bagel,Bagels & Cream Cheese,340,18,2,0,0,0,430,69,2,10,10,0,10,2,20
Panera,Chive & Onion Cream Cheese,Bagels & Cream Cheese,130,99,11,7,0.5,35,430,3,1,2,5,10,4,6,0
Panera,Chocolate Chip Bagel,Bagels & Cream Cheese,380,54,6,3,0,5,410,68,2,13,11,0,0,4,20
Panera,Cinnamon Crunch Bagel,Bagels & Cream Cheese,430,63,7,4.5,0,0,380,82,2,32,10,0,0,6,20
Panera,Cinnamon Swirl & Raisin Bagel,Bagels & Cream Cheese,320,18,2,1,0,0,410,66,3,11,10,0,10,4,20
Panera,Everything Bagel,Bagels & Cream Cheese,300,18,2,0,0,0,590,58,2,4,10,0,8,4,20
Panera,French Toast Bagel,Bagels & Cream Cheese,350,36,4,2.5,0,0,560,67,2,15,10,0,0,4,15
Panera,Honey Walnut Cream Cheese,Bagels & Cream Cheese,150,99,11,6,0,30,200,8,1,8,5,8,0,4,0
Panera,Plain Bagel,Bagels & Cream Cheese,290,18,2,0,0,0,410,58,2,3,10,0,8,2,20
Panera,Plain Cream Cheese,Bagels & Cream Cheese,190,162,18,11,1,55,210,2,0,1,3,15,0,4,0
Panera,Reduced Fat Plain Cream Cheese,Bagels & Cream Cheese,130,108,12,7,0.5,35,230,2,1,1,5,10,0,4,0
Panera,Roasted Vegetable Medley Cream Cheese,Bagels & Cream Cheese,110,81,10,6,0,30,250,3,1,2,4,15,15,4,0
Panera,Sesame Bagel,Bagels & Cream Cheese,300,27,3,0,0,0,410,58,2,3,10,0,8,2,20
Panera,Sprouted Grain Bagel Flat,Bagels & Cream Cheese,240,18,2,0,0,0,300,48,5,4,8,0,4,2,15
Panera,Whole Grain Bagel,Bagels & Cream Cheese,330,27,3,0,0,0,460,67,7,5,13,0,0,4,20
Panera,Wild Blueberry Cream Cheese,Bagels & Cream Cheese,150,90,10,6,0,30,190,11,1,9,4,8,2,4,0
Panera,Asiago Cheese Bread,Breads,150,36,4,2,0,10,300,23,1,0,7,0,0,10,8
Panera,Ciabatta,Breads,150,18,2,0,0,0,300,28,1,0,6,0,10,0,8
Panera,Cinnamon Raisin Bread,Breads,190,54,6,3,0,30,190,31,1,12,5,2,6,2,8
Panera,Classic White Bread,Breads,150,18,2,1,0,5,280,28,1,2,5,0,6,4,8
Panera,Country Bread,Breads,130,9,1,0,0,0,310,26,1,0,5,0,0,0,8
Panera,Asiago Cheese Focaccia,Breads,150,27,3,1,0,5,300,24,1,0,6,0,10,4,8
Panera,Sea Salt Focaccia,Breads,160,18,2,0,0,0,410,30,1,0,6,0,10,2,10
Panera,French Baguette,Breads,150,9,1,0,0,0,360,29,1,0,5,0,4,0,10
Panera,Hoagie Roll,Breads,380,45,5,2,0,0,800,70,3,2,12,0,15,2,25
Panera,Honey Wheat Bread,Breads,140,27,3,1.5,0,0,240,24,1,4,4,0,6,2,6
Panera,Rye Bread,Breads,130,9,1,0,0,0,380,24,2,0,6,0,8,0,8
Panera,Sesame Semolina Bread,Breads,140,9,1,0,0,0,360,30,1,1,5,0,6,0,8
Panera,Sourdough Bread,Breads,140,9,1,0,0,0,290,28,0,0,5,0,4,0,10
Panera,Sourdough Soup Bowl,Breads,660,27,3,0,0,0,1340,131,4,1,23,NA,NA,NA,NA
Panera,Tomato Basil Bread,Breads,150,9,1,0,0,0,370,28,1,1,6,0,0,0,10
Panera,Whole Grain Bread,Breads,130,9,1,0,0,0,240,26,3,2,6,0,15,2,8
Panera,"Asiago Bacon, Egg & Cheese Sandwich",Breakfast,580,225,25,12,0.5,240,1080,56,2,4,31,15,10,35,25
Panera,"Avocado, Egg White & Spinach Breakfast Power Sandwich",Breakfast,410,126,14,6,0,25,590,52,7,4,12,20,15,20,15
Panera,"Bacon, Egg & Cheese Sandwich",Breakfast,490,207,23,9,0,225,1070,45,2,1,27,10,20,20,20
Panera,Four Cheese Baked Egg Souffle,Breakfast,410,252,28,15,0,175,840,37,1,8,15,15,8,15,10
Panera,Ham & Swiss Baked Egg Souffle,Breakfast,440,261,29,16,0.5,165,900,37,1,8,19,15,15,25,10
Panera,Spinach & Artichoke Baked Egg Souffle,Breakfast,520,297,33,18,0.5,175,890,38,2,8,19,20,8,30,10
Panera,Spinach & Bacon Baked Egg Souffle,Breakfast,540,315,35,18,0.5,190,910,37,1,8,20,15,10,25,10
Panera,Egg & Cheese Sandwich,Breakfast,400,144,16,7,0,205,790,44,2,1,21,10,20,20,20
Panera,Fresh Fruit Cup,Breakfast,60,0,0,0,0,0,10,15,2,9,1,30,110,2,2
Panera,Greek Yogurt with Mixed Berries,Breakfast,300,90,10,5,0,20,55,40,3,31,13,4,35,15,4
Panera,"Ham, Egg & Cheese Breakfast Power Sandwich",Breakfast,340,135,15,7,0,220,890,30,4,3,23,10,25,20,15
Panera,Mediterranean Egg White on Ciabatta,Breakfast,420,144,16,6,0,25,840,47,3,3,20,NA,NA,NA,NA
Panera,"Sausage, Egg & Cheese Sandwich",Breakfast,560,261,29,12,0,250,1110,45,2,1,29,15,20,20,25
Panera,Steak & Egg Bagel Sandwich,Breakfast,540,162,18,8,0,240,1010,59,3,4,23,10,10,20,30
Panera,"Almonds, Quinoa & Honey Steel Cut Oatmeal",Breakfast,300,63,7,1,0,0,220,52,9,7,8,0,2,8,15
Panera,Blueberries & Granola Steel Cut Oatmeal,Breakfast,340,72,8,3,0,0,170,62,9,22,6,0,6,6,15
Panera,Strawberries & Pecans Steel Cut Oatmeal,Breakfast,340,126,14,2,0,0,160,51,9,16,6,0,35,6,15
Panera,"Turkey Sausage, Egg White & Spinach Breakfast Power Sandwich",Breakfast,380,99,11,6,0,40,860,45,5,4,17,20,10,20,45
Panera,Watermelon Fruit Cup,Breakfast,80,0,0,0,0,0,0,19,1,16,2,30,35,2,4
Panera,BluePrint® Green Juice,Drinks,70,0,0,0,0,0,5,15,0,15,2,NA,NA,NA,NA
Panera,BluePrint® Red Juice,Drinks,120,0,0,0,0,0,55,28,0,23,1,NA,NA,NA,NA
Panera,Bottled Water,Drinks,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,Medium Caffeine Free Pepsi,Drinks,0,0,0,0,0,0,75,0,0,0,0,NA,NA,NA,NA
Panera,Large Caffeine Free Pepsi,Drinks,0,0,0,0,0,0,120,0,0,0,0,NA,NA,NA,NA
Panera,Medium Diet Pepsi,Drinks,0,0,0,0,0,0,75,0,0,0,0,NA,NA,NA,NA
Panera,Large Diet Pepsi,Drinks,0,0,0,0,0,0,120,0,0,0,0,NA,NA,NA,NA
Panera,Medium Dr Pepper,Drinks,230,0,0,0,0,0,80,62,0,62,0,NA,NA,NA,NA
Panera,Large Dr Pepper,Drinks,370,0,0,0,0,0,130,100,0,100,0,NA,NA,NA,NA
Panera,Joia Grapefruit All-Natural Soda,Drinks,110,0,0,0,0,0,0,31,0,28,0,NA,NA,NA,NA
Panera,Medium Lipton Brisk Raspberry Tea,Drinks,190,0,0,0,0,0,55,51,0,51,0,NA,NA,NA,NA
Panera,Large Lipton Brisk Raspberry Tea,Drinks,300,0,0,0,0,0,90,82,0,82,0,NA,NA,NA,NA
Panera,Medium Mountain Dew,Drinks,290,0,0,0,0,0,100,77,0,77,0,NA,NA,NA,NA
Panera,Large Mountain Dew,Drinks,460,0,0,0,0,0,160,122,0,122,0,NA,NA,NA,NA
Panera,Organic Apple Juice,Drinks,120,0,0,0,0,0,25,29,0,29,0,NA,NA,NA,NA
Panera,Organic Chocolate Milk,Drinks,150,27,3,1.5,0,10,160,23,0,22,8,NA,NA,NA,NA
Panera,Organic Milk,Drinks,120,45,5,3,0,20,115,12,0,12,8,NA,NA,NA,NA
Panera,Medium Pepsi,Drinks,230,0,0,0,0,0,55,62,0,62,0,NA,NA,NA,NA
Panera,Large Pepsi,Drinks,370,0,0,0,0,0,90,100,0,100,0,NA,NA,NA,NA
Panera,Premium Orange Juice,Drinks,160,0,0,0,0,0,0,37,0,30,3,NA,NA,NA,NA
Panera,Purity Organic Strawberry Paradise Juice,Drinks,260,0,0,0,0,0,0,66,0,64,0,NA,NA,NA,NA
Panera,San Pellegrino® Orange,Drinks,140,0,0,0,0,0,0,34,0,32,0,NA,NA,NA,NA
Panera,San Pellegrino® Sparkling Water,Drinks,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,Medium Sierra Mist,Drinks,240,0,0,0,0,0,50,62,0,62,0,NA,NA,NA,NA
Panera,Large Sierra Mist,Drinks,380,0,0,0,0,0,80,100,0,100,0,NA,NA,NA,NA
Panera,Medium Tropical Fruit Punch,Drinks,260,0,0,0,0,0,55,68,0,68,0,NA,NA,NA,NA
Panera,Large Tropical Fruit Punch,Drinks,420,0,0,0,0,0,90,109,0,109,0,NA,NA,NA,NA
Panera,Caffe Latte,Espresso Drinks,120,45,5,3,0,20,95,12,0,11,8,NA,NA,NA,NA
Panera,Caffe Mocha,Espresso Drinks,390,162,18,12,0.5,50,170,52,2,41,11,NA,NA,NA,NA
Panera,Cappuccino,Espresso Drinks,120,45,5,3,0,20,95,12,0,11,8,NA,NA,NA,NA
Panera,Caramel Latte,Espresso Drinks,410,171,19,12,0.5,60,190,59,0,41,9,NA,NA,NA,NA
Panera,Espresso,Espresso Drinks,5,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA
Panera,Skinny Caffe Mocha,Espresso Drinks,200,27,3,2,0,10,150,40,1,32,10,NA,NA,NA,NA
Panera,Blueberry Pomegranate Smoothie with Coconut Milk,Frozen Drinks,250,36,4,1.5,0,0,35,59,14,40,3,NA,NA,NA,NA
Panera,Fat Free Superfruit Smoothie with Ginseng,Frozen Drinks,200,0,0,0,0,0,60,34,4,31,15,NA,NA,NA,NA
Panera,Frozen Caramel,Frozen Drinks,590,207,23,14,0.5,70,170,102,0,77,5,NA,NA,NA,NA
Panera,Frozen Mocha,Frozen Drinks,570,189,21,14,0.5,60,150,95,2,77,6,NA,NA,NA,NA
Panera,Green Passion Power Smoothie,Frozen Drinks,200,0,0,0,0,0,30,51,2,47,2,NA,NA,NA,NA
Panera,Low Fat Mango Smoothie,Frozen Drinks,230,18,2,1,0,5,90,51,2,48,6,NA,NA,NA,NA
Panera,Low Fat Strawberry Smoothie with Ginseng,Frozen Drinks,260,18,2,1,0,5,90,59,2,53,6,NA,NA,NA,NA
Panera,Low-Fat Strawberry Banana Smoothie,Frozen Drinks,260,9,1,0.5,0,5,55,59,4,47,5,NA,NA,NA,NA
Panera,Power Breakfast Bowl with Roasted Turkey,Hidden Menu,190,63,7,1,0,30,500,7,2,1,25,NA,NA,NA,NA
Panera,Power Breakfast Bowl with Steak,Hidden Menu,270,153,17,5,0,405,440,7,3,2,25,NA,NA,NA,NA
Panera,Power Chicken Hummus Bowl,Hidden Menu,330,117,13,2,0,80,590,23,8,3,33,NA,NA,NA,NA
Panera,Power Mediterranean Chicken,Hidden Menu,360,180,20,4,0,140,590,12,3,2,35,NA,NA,NA,NA
Panera,Power Mediterranean Roasted Turkey,Hidden Menu,320,189,21,3,0,60,830,12,4,2,22,NA,NA,NA,NA
Panera,Power Steak Lettuce Wraps,Hidden Menu,280,144,16,5,0,85,310,7,1,3,28,NA,NA,NA,NA
Panera,Chai Tea Latte,Hot Drinks,200,36,4,2.5,0,15,90,33,0,32,7,NA,NA,NA,NA
Panera,Large Coffee,Hot Drinks,5,0,0,0,0,0,10,0,0,0,1,NA,NA,NA,NA
Panera,Small Coffee,Hot Drinks,5,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA
Panera,Medium Coffee,Hot Drinks,5,0,0,0,0,0,10,0,0,0,1,NA,NA,NA,NA
Panera,"Medium Coffee, Decaf",Hot Drinks,5,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA
Panera,"Large Coffee, Decaf",Hot Drinks,5,0,0,0,0,0,5,0,0,0,1,NA,NA,NA,NA
Panera,"Small Coffee, Decaf",Hot Drinks,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,Hot Chocolate,Hot Drinks,380,162,18,12,0.5,50,170,51,2,41,10,NA,NA,NA,NA
Panera,Tea Bags (all flavors),Hot Drinks,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,32 oz Brewed Acai Iced Tea,Iced Drinks,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,20 oz Brewed Acai Iced Tea,Iced Drinks,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,32 oz Brewed Black Iced Tea,Iced Drinks,0,0,0,0,0,0,30,0,0,0,0,NA,NA,NA,NA
Panera,20 oz Brewed Black Iced Tea,Iced Drinks,0,0,0,0,0,0,20,0,0,0,0,NA,NA,NA,NA
Panera,Iced Caffe Latte,Iced Drinks,170,54,6,4,0,25,140,17,0,15,11,NA,NA,NA,NA
Panera,Iced Caffe Mocha,Iced Drinks,400,126,14,9,0,50,210,56,2,42,14,NA,NA,NA,NA
Panera,Iced Caramel Latte,Iced Drinks,430,153,17,11,0,65,250,66,0,46,13,NA,NA,NA,NA
Panera,Iced Chai Tea Latte,Iced Drinks,160,36,4,2,0,15,75,26,0,26,6,NA,NA,NA,NA
Panera,20 oz Iced Coffee,Iced Drinks,10,0,0,0,0,0,5,2,0,0,1,NA,NA,NA,NA
Panera,32 oz Iced Coffee,Iced Drinks,20,0,0,0,0,0,10,4,0,0,1,NA,NA,NA,NA
Panera,20 oz Iced Infused Green Tea (with passionfruit & papaya),Iced Drinks,130,0,0,0,0,0,10,31,0,30,0,NA,NA,NA,NA
Panera,32 oz Iced Infused Green Tea (with passionfruit & papaya),Iced Drinks,180,0,0,0,0,0,15,44,0,43,0,NA,NA,NA,NA
Panera,20 oz Lemonade,Iced Drinks,160,0,0,0,0,0,10,41,0,41,0,NA,NA,NA,NA
Panera,32 oz Lemonade,Iced Drinks,240,0,0,0,0,0,15,59,0,59,0,NA,NA,NA,NA
Panera,32 oz Tropical Hibiscus Flavored Iced Herbal Tea,Iced Drinks,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,20 oz Tropical Hibiscus Flavored Iced Herbal Tea,Iced Drinks,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
Panera,Buttered Ribbon Noodles,Panera Kids,350,108,12,7,0,35,160,52,4,0,8,NA,NA,NA,NA
Panera,Grilled Cheese Sandwich on All Natural White Loaf,Panera Kids,400,117,13,10,0,40,1000,53,2,6,18,NA,NA,NA,NA
Panera,Kids Caesar Salad,Panera Kids,160,108,12,3.5,0,25,240,8,1,1,5,NA,NA,NA,NA
Panera,Kids Classic Salad,Panera Kids,80,45,5,1,0,0,70,9,2,6,1,NA,NA,NA,NA
Panera,Kids Greek Salad,Panera Kids,180,144,16,4,0,10,600,6,2,2,4,NA,NA,NA,NA
Panera,Mac & Cheese,Panera Kids,490,270,30,13,0.5,65,1240,37,1,7,17,NA,NA,NA,NA
Panera,"Organic Yogurt (blueberry, strawberry)",Panera Kids,60,9,1,0,0,5,40,11,0,10,2,NA,NA,NA,NA
Panera,Peanut Butter & Jelly Sandwich on All Natural White Loaf,Panera Kids,400,153,17,3.5,0,5,470,54,3,21,11,NA,NA,NA,NA
Panera,Smoked Ham Deli Sandwich on All Natural White Loaf,Panera Kids,300,81,9,6,0,45,970,33,1,3,20,NA,NA,NA,NA
Panera,Smoked Turkey Deli Sandwich on All Natural White Loaf,Panera Kids,280,72,8,5,0,35,1010,33,1,3,21,NA,NA,NA,NA
Panera,Chicken Tortellini Alfredo,Pastas,710,351,39,22,0,175,1770,66,3,3,27,NA,NA,NA,NA
Panera,Signature Mac & Cheese - Large,Pastas,980,549,61,26,1,130,2470,75,3,14,33,NA,NA,NA,NA
Panera,Signature Mac & Cheese - Small,Pastas,490,270,30,13,0.5,65,1240,37,1,7,17,NA,NA,NA,NA
Panera,Tortellini Alfredo,Pastas,680,342,38,22,0,160,1520,65,3,3,21,NA,NA,NA,NA
Panera,Apple Crunch Muffin,Pastries & Sweets,450,108,12,3,0,55,380,80,2,49,7,2,2,8,10
Panera,"Apple, Cherry, Cheese Pastry Ring",Pastries & Sweets,260,117,13,8,0,40,170,32,1,18,3,8,10,2,6
Panera,Bear Claw,Pastries & Sweets,540,279,31,15,0,75,340,59,3,29,9,15,6,4,15
Panera,Candy Cookie,Pastries & Sweets,420,171,19,12,0.5,70,260,58,1,30,5,20,0,2,10
Panera,Caramel Apple Thumbprint Scone,Pastries & Sweets,490,180,20,13,0.5,65,830,73,1,38,7,15,15,6,10
Panera,Cheese Pastry,Pastries & Sweets,400,198,22,13,0.5,70,340,42,1,14,8,15,8,4,8
Panera,Cherry Pastry,Pastries & Sweets,4350,189,21,13,0.5,65,360,57,1,28,8,15,8,4,10
Panera,Chocolate Chip Muffie,Pastries & Sweets,320,126,14,4,0,35,230,46,1,28,4,0,0,4,15
Panera,Chocolate Chipper Cookie,Pastries & Sweets,380,171,19,11,0,50,290,51,2,30,4,8,0,6,15
Panera,Chocolate Pastry,Pastries & Sweets,410,207,23,14,0,55,250,46,2,17,7,10,8,2,15
Panera,Cinnamon Crumb Coffee Cake,Pastries & Sweets,470,225,25,9,0,105,320,53,1,29,6,8,0,20,15
Panera,Cinnamon Crunch Scone,Pastries & Sweets,550,207,23,16,0.5,70,900,79,2,42,8,15,0,8,15
Panera,Cinnamon Roll,Pastries & Sweets,670,225,25,12,0,95,660,100,3,47,13,20,15,6,25
Panera,Cobblestone,Pastries & Sweets,560,108,12,7,0,60,500,102,3,56,11,2,25,6,20
Panera,Coconut Macaroon,Pastries & Sweets,140,63,7,6,0,0,65,17,2,14,1,0,0,0,4
Panera,Double Fudge Brownie with Icing,Pastries & Sweets,520,198,22,11,0,40,250,80,4,58,6,8,0,10,30
Panera,Flip Flop Cookie,Pastries & Sweets,450,189,21,13,1,55,190,62,1,35,4,15,0,0,8
Panera,French Croissant,Pastries & Sweets,310,162,18,11,0,60,260,32,1,7,6,0,8,2,10
Panera,Kitchen Sink Cookie,Pastries & Sweets,800,387,43,27,1,85,760,98,3,56,8,15,0,10,35
Panera,Lemon Drop Cookie,Pastries & Sweets,440,180,20,13,0.5,70,270,61,1,33,5,10,0,4,10
Panera,Oatmeal Raisin with Berries Cookie,Pastries & Sweets,340,117,13,7,0,50,170,54,2,32,4,8,0,6,15
Panera,Orange Mini Scone,Pastries & Sweets,180,63,7,4.5,0,25,270,27,1,13,3,NA,NA,NA,NA
Panera,Orange Scone,Pastries & Sweets,540,180,20,13,0.5,75,810,80,2,37,9,15,25,6,15
Panera,Pecan Braid,Pastries & Sweets,470,234,26,11,0.5,55,280,52,2,23,8,10,10,4,10
Panera,Pecan Roll,Pastries & Sweets,720,414,46,14,0,70,400,69,5,32,11,15,10,8,25
Panera,Petite Chocolate Chipper Cookie,Pastries & Sweets,100,45,5,3,0,10,75,13,0,8,1,0,0,0,4
Panera,Pumpkin Muffie,Pastries & Sweets,290,99,11,2,0,15,240,45,1,26,3,2,2,8,0
Panera,Pumpkin Muffin,Pastries & Sweets,580,198,22,4,0,30,480,90,2,52,7,110,4,4,15
Panera,Raspberry Almond Thumbprint Cookie,Pastries & Sweets,230,126,14,8,0.5,35,95,25,1,10,2,8,0,0,6
Panera,Strawberry Rhubarb Mini Cake,Pastries & Sweets,250,63,7,2,0,30,190,45,1,28,4,0,10,6,6
Panera,Triple Chocolate Cookie with Walnuts,Pastries & Sweets,320,117,13,6,0,10,125,53,6,44,5,2,0,4,20
Panera,Wild Blueberry Mini Scone,Pastries & Sweets,160,63,7,4,0,25,300,22,1,8,3,NA,NA,NA,NA
Panera,Wild Blueberry Muffin,Pastries & Sweets,460,162,18,3,0,60,380,69,1,40,6,2,2,4,440
Panera,Wild Blueberry Scone,Pastries & Sweets,470,171,19,12,0.5,70,900,67,2,25,8,15,0,4,15
Panera,Half Asian Sesame Vinaigrette,Salad Dressings,50,45,5,0.5,0,0,85,3,0,2,0,NA,NA,NA,NA
Panera,Full Asian Sesame Vinaigrette,Salad Dressings,110,81,9,1.5,0,0,170,6,0,3,0,NA,NA,NA,NA
Panera,Half BBQ Ranch Dressing,Salad Dressings,70,54,6,1,0,5,90,4,0,3,0,NA,NA,NA,NA
Panera,Full BBQ Ranch Dressing,Salad Dressings,140,108,12,2,0,10,180,8,0,7,1,NA,NA,NA,NA
Panera,Half Caesar Dressing,Salad Dressings,80,72,8,1.5,0,15,105,2,0,0,0,NA,NA,NA,NA
Panera,Full Caesar Dressing,Salad Dressings,160,144,16,2.5,0,35,210,3,0,1,1,NA,NA,NA,NA
Panera,Half Greek Dressing/Herb Vinaigrette,Salad Dressings,110,108,12,2,0,0,160,1,0,0,0,NA,NA,NA,NA
Panera,Full Greek Dressing/Herb Vinaigrette,Salad Dressings,220,216,24,3.5,0,0,310,3,0,0,0,NA,NA,NA,NA
Panera,Half Low Fat Thai Chili Vinaigrette,Salad Dressings,25,9,1,0,0,0,90,4,0,3,0,NA,NA,NA,NA
Panera,Full Low Fat Thai Chili Vinaigrette,Salad Dressings,50,18,2,0,0,0,180,8,0,6,0,NA,NA,NA,NA
Panera,Half Reduced Fat Balsamic Vinaigrette,Salad Dressings,60,45,5,1,0,0,55,4,0,4,0,NA,NA,NA,NA
Panera,Full Reduced Fat Balsamic Vinaigrette,Salad Dressings,130,99,11,1.5,0,0,110,8,0,8,0,NA,NA,NA,NA
Panera,Half White Balsamic Apple Vinaigrette,Salad Dressings,80,54,6,1,0,0,90,6,0,5,0,NA,NA,NA,NA
Panera,Full White Balsamic Apple Vinaigrette,Salad Dressings,150,108,12,2,0,0,180,12,0,11,0,NA,NA,NA,NA
Panera,Half Asian Sesame Chicken Salad,Salads,200,90,10,1.5,0,40,270,14,3,3,13,25,20,5,8
Panera,Full Asian Sesame Chicken Salad,Salads,410,180,20,2.5,0,80,540,27,6,5,25,50,40,10,15
Panera,Half Caesar Salad,Salads,160,108,12,3.5,0,25,240,8,1,1,5,NA,NA,NA,NA
Panera,Full Caesar Salad,Salads,310,216,24,7,0.5,50,480,17,3,2,9,NA,NA,NA,NA
Panera,Half Chicken Caesar Salad,Salads,220,117,13,3.5,0,65,330,10,1,1,17,NA,NA,NA,NA
Panera,Full Chicken Caesar Salad,Salads,440,234,26,7,0.5,125,660,19,3,2,34,NA,NA,NA,NA
Panera,Half Chopped Chicken Cobb with Avocado Salad,Salads,290,189,21,4.5,0,75,480,8,3,1,19,NA,NA,NA,NA
Panera,Full Chopped Chicken Cobb with Avocado Salad,Salads,580,378,42,9,0,150,970,16,6,2,38,NA,NA,NA,NA
Panera,Half Fuji Apple with Chicken Salad,Salads,280,153,17,3.5,0,50,330,18,3,11,16,NA,NA,NA,NA
Panera,Full Fuji Apple with Chicken Salad,Salads,560,306,34,7,0.5,100,670,36,6,21,33,NA,NA,NA,NA
Panera,Half Greek Salad,Salads,190,153,17,4,0,10,810,8,2,2,4,NA,NA,NA,NA
Panera,Full Greek Salad,Salads,380,297,33,8,0,20,1620,15,5,4,8,NA,NA,NA,NA
